A302100 - Total Workers (1) (Workers 16 years and over),,,
Current date: 5/28/2017 10:35:29 AM (Eastern Daylight Time),,,
RESIDENCE,WORKPLACE,Output,Workers 16 and Over
Pennsylvania,Oregon,Estimate,100
Pennsylvania,Oregon,Margin of Error,55
Pennsylvania,Pennsylvania,Estimate,"5,483,345"
Pennsylvania,Pennsylvania,Margin of Error,"10,348"
Pennsylvania,Rhode Island,Estimate,195
Pennsylvania,Rhode Island,Margin of Error,90
Pennsylvania,South Carolina,Estimate,575
Pennsylvania,South Carolina,Margin of Error,148
Pennsylvania,South Dakota,Estimate,15
Pennsylvania,South Dakota,Margin of Error,25
Pennsylvania,Tennessee,Estimate,495
Pennsylvania,Tennessee,Margin of Error,111
Pennsylvania,Texas,Estimate,"1,855"
Pennsylvania,Texas,Margin of Error,244
Pennsylvania,Utah,Estimate,100
Pennsylvania,Utah,Margin of Error,57
Pennsylvania,Vermont,Estimate,125
Pennsylvania,Vermont,Margin of Error,59
Pennsylvania,Virginia,Estimate,"5,095"
Pennsylvania,Virginia,Margin of Error,393
Pennsylvania,Washington,Estimate,365
Pennsylvania,Washington,Margin of Error,105
Pennsylvania,West Virginia,Estimate,"8,455"
Pennsylvania,West Virginia,Margin of Error,489
Pennsylvania,Wisconsin,Estimate,530
Pennsylvania,Wisconsin,Margin of Error,143
Pennsylvania,Wyoming,Estimate,80
Pennsylvania,Wyoming,Margin of Error,64
Pennsylvania,Puerto Rico,Estimate,35
Pennsylvania,Puerto Rico,Margin of Error,38
Rhode Island,Alabama,Estimate,50
Rhode Island,Alabama,Margin of Error,56
Rhode Island,Alaska,Estimate,10
Rhode Island,Alaska,Margin of Error,17
Rhode Island,Arizona,Estimate,60
Rhode Island,Arizona,Margin of Error,62
Rhode Island,California,Estimate,75
Rhode Island,California,Margin of Error,51
Rhode Island,Connecticut,Estimate,"10,085"
Rhode Island,Connecticut,Margin of Error,675
Rhode Island,Delaware,Estimate,10
Rhode Island,Delaware,Margin of Error,14
Rhode Island,District of Columbia,Estimate,55
Rhode Island,District of Columbia,Margin of Error,52
Rhode Island,Florida,Estimate,310
Rhode Island,Florida,Margin of Error,130
Rhode Island,Georgia,Estimate,25
Rhode Island,Georgia,Margin of Error,31
Rhode Island,Hawaii,Estimate,25
Rhode Island,Hawaii,Margin of Error,30
Rhode Island,Illinois,Estimate,165
Rhode Island,Illinois,Margin of Error,115
Rhode Island,Indiana,Estimate,15
Rhode Island,Indiana,Margin of Error,23
Rhode Island,Kentucky,Estimate,40
Rhode Island,Kentucky,Margin of Error,51
Rhode Island,Louisiana,Estimate,40
Rhode Island,Louisiana,Margin of Error,45
Rhode Island,Maine,Estimate,110
Rhode Island,Maine,Margin of Error,79
Rhode Island,Maryland,Estimate,105
Rhode Island,Maryland,Margin of Error,68
Rhode Island,Massachusetts,Estimate,"56,610"
Rhode Island,Massachusetts,Margin of Error,"1,669"
Rhode Island,Michigan,Estimate,55
Rhode Island,Michigan,Margin of Error,42
Rhode Island,Minnesota,Estimate,45
Rhode Island,Minnesota,Margin of Error,41
Rhode Island,Missouri,Estimate,10
Rhode Island,Missouri,Margin of Error,19
Rhode Island,Nevada,Estimate,20
Rhode Island,Nevada,Margin of Error,23
Rhode Island,New Hampshire,Estimate,420
Rhode Island,New Hampshire,Margin of Error,192
Rhode Island,New Jersey,Estimate,345
Rhode Island,New Jersey,Margin of Error,132
Rhode Island,New York,Estimate,"1,275"
Rhode Island,New York,Margin of Error,234
Rhode Island,North Carolina,Estimate,25
Rhode Island,North Carolina,Margin of Error,27
Rhode Island,Ohio,Estimate,15
Rhode Island,Ohio,Margin of Error,22
Rhode Island,Pennsylvania,Estimate,210
Rhode Island,Pennsylvania,Margin of Error,98
Rhode Island,Rhode Island,Estimate,"431,105"
Rhode Island,Rhode Island,Margin of Error,"3,089"
Rhode Island,South Carolina,Estimate,80
Rhode Island,South Carolina,Margin of Error,91
Rhode Island,South Dakota,Estimate,10
Rhode Island,South Dakota,Margin of Error,21
Rhode Island,Tennessee,Estimate,25
Rhode Island,Tennessee,Margin of Error,29
Rhode Island,Texas,Estimate,110
Rhode Island,Texas,Margin of Error,83
Rhode Island,Utah,Estimate,10
Rhode Island,Utah,Margin of Error,16
Rhode Island,Vermont,Estimate,115
Rhode Island,Vermont,Margin of Error,62
Rhode Island,Virginia,Estimate,225
Rhode Island,Virginia,Margin of Error,125
Rhode Island,Washington,Estimate,20
Rhode Island,Washington,Margin of Error,30
Rhode Island,Wisconsin,Estimate,20
Rhode Island,Wisconsin,Margin of Error,31
Rhode Island,Puerto Rico,Estimate,10
Rhode Island,Puerto Rico,Margin of Error,20
South Carolina,Alabama,Estimate,540
South Carolina,Alabama,Margin of Error,201
South Carolina,Alaska,Estimate,45
South Carolina,Alaska,Margin of Error,39
South Carolina,Arizona,Estimate,105
South Carolina,Arizona,Margin of Error,68
South Carolina,Arkansas,Estimate,90
South Carolina,Arkansas,Margin of Error,52
South Carolina,California,Estimate,485
South Carolina,California,Margin of Error,162
South Carolina,Colorado,Estimate,80
South Carolina,Colorado,Margin of Error,52
South Carolina,Connecticut,Estimate,140
South Carolina,Connecticut,Margin of Error,73
South Carolina,Delaware,Estimate,35
South Carolina,Delaware,Margin of Error,42
South Carolina,District of Columbia,Estimate,300
South Carolina,District of Columbia,Margin of Error,123
South Carolina,Florida,Estimate,"1,850"
South Carolina,Florida,Margin of Error,379
South Carolina,Georgia,Estimate,"24,100"
South Carolina,Georgia,Margin of Error,"1,185"
South Carolina,Hawaii,Estimate,20
South Carolina,Hawaii,Margin of Error,31
South Carolina,Illinois,Estimate,425
South Carolina,Illinois,Margin of Error,133
South Carolina,Indiana,Estimate,405
South Carolina,Indiana,Margin of Error,137
South Carolina,Iowa,Estimate,40
South Carolina,Iowa,Margin of Error,39
South Carolina,Kansas,Estimate,15
South Carolina,Kansas,Margin of Error,28
South Carolina,Kentucky,Estimate,315
South Carolina,Kentucky,Margin of Error,138
South Carolina,Louisiana,Estimate,240
South Carolina,Louisiana,Margin of Error,122
South Carolina,Maine,Estimate,95
South Carolina,Maine,Margin of Error,61
South Carolina,Maryland,Estimate,580
South Carolina,Maryland,Margin of Error,174
South Carolina,Massachusetts,Estimate,335
South Carolina,Massachusetts,Margin of Error,149
South Carolina,Michigan,Estimate,475
South Carolina,Michigan,Margin of Error,142
South Carolina,Minnesota,Estimate,70
South Carolina,Minnesota,Margin of Error,56
South Carolina,Mississippi,Estimate,110
South Carolina,Mississippi,Margin of Error,71
South Carolina,Missouri,Estimate,250
South Carolina,Missouri,Margin of Error,113
South Carolina,Montana,Estimate,4
South Carolina,Montana,Margin of Error,6
South Carolina,Nebraska,Estimate,55
South Carolina,Nebraska,Margin of Error,48
South Carolina,Nevada,Estimate,95
South Carolina,Nevada,Margin of Error,61
South Carolina,New Hampshire,Estimate,25
South Carolina,New Hampshire,Margin of Error,29
South Carolina,New Jersey,Estimate,570
South Carolina,New Jersey,Margin of Error,186
South Carolina,New Mexico,Estimate,15
South Carolina,New Mexico,Margin of Error,23
South Carolina,New York,Estimate,930
South Carolina,New York,Margin of Error,243
South Carolina,North Carolina,Estimate,"61,285"
South Carolina,North Carolina,Margin of Error,"1,742"
South Carolina,North Dakota,Estimate,20
South Carolina,North Dakota,Margin of Error,29
South Carolina,Ohio,Estimate,540
South Carolina,Ohio,Margin of Error,137
South Carolina,Oklahoma,Estimate,130
South Carolina,Oklahoma,Margin of Error,88
South Carolina,Oregon,Estimate,25
South Carolina,Oregon,Margin of Error,22
South Carolina,Pennsylvania,Estimate,580
South Carolina,Pennsylvania,Margin of Error,162
South Carolina,Rhode Island,Estimate,55
South Carolina,Rhode Island,Margin of Error,50
South Carolina,South Carolina,Estimate,"1,888,695"
South Carolina,South Carolina,Margin of Error,"7,138"
South Carolina,South Dakota,Estimate,20
South Carolina,South Dakota,Margin of Error,25
South Carolina,Tennessee,Estimate,775
South Carolina,Tennessee,Margin of Error,177
South Carolina,Texas,Estimate,780
South Carolina,Texas,Margin of Error,188
South Carolina,Utah,Estimate,110
South Carolina,Utah,Margin of Error,99
South Carolina,Vermont,Estimate,35
South Carolina,Vermont,Margin of Error,32
South Carolina,Virginia,Estimate,"1,800"
South Carolina,Virginia,Margin of Error,311
South Carolina,Washington,Estimate,65
South Carolina,Washington,Margin of Error,51
South Carolina,West Virginia,Estimate,155
South Carolina,West Virginia,Margin of Error,85
South Carolina,Wisconsin,Estimate,130
South Carolina,Wisconsin,Margin of Error,84
South Carolina,Wyoming,Estimate,70
South Carolina,Wyoming,Margin of Error,63
South Carolina,Puerto Rico,Estimate,40
South Carolina,Puerto Rico,Margin of Error,41
South Dakota,Alaska,Estimate,25
South Dakota,Alaska,Margin of Error,24
South Dakota,Arizona,Estimate,120
South Dakota,Arizona,Margin of Error,76
South Dakota,Arkansas,Estimate,4
South Dakota,Arkansas,Margin of Error,99
South Dakota,California,Estimate,45
South Dakota,California,Margin of Error,32
South Dakota,Colorado,Estimate,155
South Dakota,Colorado,Margin of Error,90
South Dakota,Connecticut,Estimate,4
South Dakota,Connecticut,Margin of Error,14
South Dakota,District of Columbia,Estimate,15
South Dakota,District of Columbia,Margin of Error,26
South Dakota,Florida,Estimate,40
South Dakota,Florida,Margin of Error,31
South Dakota,Georgia,Estimate,65
South Dakota,Georgia,Margin of Error,62
South Dakota,Idaho,Estimate,20
South Dakota,Idaho,Margin of Error,21
South Dakota,Illinois,Estimate,85
South Dakota,Illinois,Margin of Error,61
South Dakota,Indiana,Estimate,10
South Dakota,Indiana,Margin of Error,19
South Dakota,Iowa,Estimate,"3,365"
South Dakota,Iowa,Margin of Error,284
South Dakota,Kansas,Estimate,50
South Dakota,Kansas,Margin of Error,31
South Dakota,Kentucky,Estimate,4
South Dakota,Kentucky,Margin of Error,5
South Dakota,Maryland,Estimate,15
South Dakota,Maryland,Margin of Error,23
South Dakota,Michigan,Estimate,4
South Dakota,Michigan,Margin of Error,15
South Dakota,Minnesota,Estimate,"1,865"
South Dakota,Minnesota,Margin of Error,252
South Dakota,Missouri,Estimate,105
South Dakota,Missouri,Margin of Error,79
South Dakota,Montana,Estimate,235
South Dakota,Montana,Margin of Error,117
South Dakota,Nebraska,Estimate,"1,440"
South Dakota,Nebraska,Margin of Error,276
South Dakota,Nevada,Estimate,15
South Dakota,Nevada,Margin of Error,20
South Dakota,New Jersey,Estimate,4
South Dakota,New Jersey,Margin of Error,11
South Dakota,New Mexico,Estimate,30
South Dakota,New Mexico,Margin of Error,26
South Dakota,New York,Estimate,65
South Dakota,New York,Margin of Error,40
South Dakota,North Carolina,Estimate,15
South Dakota,North Carolina,Margin of Error,20
South Dakota,North Dakota,Estimate,"1,250"
South Dakota,North Dakota,Margin of Error,175
South Dakota,Ohio,Estimate,35
South Dakota,Ohio,Margin of Error,30
South Dakota,Oklahoma,Estimate,30
South Dakota,Oklahoma,Margin of Error,23
South Dakota,Oregon,Estimate,15
South Dakota,Oregon,Margin of Error,21
South Dakota,Pennsylvania,Estimate,25
South Dakota,Pennsylvania,Margin of Error,29
South Dakota,South Carolina,Estimate,40
South Dakota,South Carolina,Margin of Error,61
South Dakota,South Dakota,Estimate,"394,580"
South Dakota,South Dakota,Margin of Error,"2,113"
South Dakota,Tennessee,Estimate,35
South Dakota,Tennessee,Margin of Error,36
South Dakota,Texas,Estimate,145
South Dakota,Texas,Margin of Error,83
South Dakota,Utah,Estimate,30
South Dakota,Utah,Margin of Error,38
South Dakota,Virginia,Estimate,20
South Dakota,Virginia,Margin of Error,28
South Dakota,Washington,Estimate,25
South Dakota,Washington,Margin of Error,25
South Dakota,Wisconsin,Estimate,35
South Dakota,Wisconsin,Margin of Error,29
South Dakota,Wyoming,Estimate,"1,240"
South Dakota,Wyoming,Margin of Error,239
Tennessee,Alabama,Estimate,"10,335"
Tennessee,Alabama,Margin of Error,733
Tennessee,Alaska,Estimate,70
Tennessee,Alaska,Margin of Error,45
Tennessee,Arizona,Estimate,255
Tennessee,Arizona,Margin of Error,109
Tennessee,Arkansas,Estimate,"3,415"
Tennessee,Arkansas,Margin of Error,450
Tennessee,California,Estimate,945
Tennessee,California,Margin of Error,232
Tennessee,Colorado,Estimate,200
Tennessee,Colorado,Margin of Error,95
Tennessee,Connecticut,Estimate,135
Tennessee,Connecticut,Margin of Error,84
Tennessee,Delaware,Estimate,30
Tennessee,Delaware,Margin of Error,47
Tennessee,District of Columbia,Estimate,155
Tennessee,District of Columbia,Margin of Error,67
Tennessee,Florida,Estimate,"1,820"
Tennessee,Florida,Margin of Error,385
Tennessee,Georgia,Estimate,"11,675"
Tennessee,Georgia,Margin of Error,734
Tennessee,Hawaii,Estimate,125
Tennessee,Hawaii,Margin of Error,93
Tennessee,Idaho,Estimate,20
Tennessee,Idaho,Margin of Error,31
Tennessee,Illinois,Estimate,"1,295"
Tennessee,Illinois,Margin of Error,251
Tennessee,Indiana,Estimate,925
Tennessee,Indiana,Margin of Error,207
Tennessee,Iowa,Estimate,255
Tennessee,Iowa,Margin of Error,90
Tennessee,Kansas,Estimate,325
Tennessee,Kansas,Margin of Error,119
Tennessee,Kentucky,Estimate,"28,140"
Tennessee,Kentucky,Margin of Error,"1,255"
Tennessee,Louisiana,Estimate,"1,185"
Tennessee,Louisiana,Margin of Error,324
Tennessee,Maine,Estimate,65
Tennessee,Maine,Margin of Error,65
Tennessee,Maryland,Estimate,500
Tennessee,Maryland,Margin of Error,142
Tennessee,Massachusetts,Estimate,285
Tennessee,Massachusetts,Margin of Error,94
Tennessee,Michigan,Estimate,850
Tennessee,Michigan,Margin of Error,214
Tennessee,Minnesota,Estimate,210
Tennessee,Minnesota,Margin of Error,102
Tennessee,Mississippi,Estimate,"16,320"
Tennessee,Mississippi,Margin of Error,"1,125"
Tennessee,Missouri,Estimate,"1,295"
Tennessee,Missouri,Margin of Error,282
Tennessee,Montana,Estimate,10
Tennessee,Montana,Margin of Error,18
Tennessee,Nebraska,Estimate,130
Tennessee,Nebraska,Margin of Error,55
Tennessee,Nevada,Estimate,120
Tennessee,Nevada,Margin of Error,60
Tennessee,New Hampshire,Estimate,45
Tennessee,New Hampshire,Margin of Error,45
Tennessee,New Jersey,Estimate,475
Tennessee,New Jersey,Margin of Error,169
Tennessee,New Mexico,Estimate,60
Tennessee,New Mexico,Margin of Error,38
Tennessee,New York,Estimate,620
Tennessee,New York,Margin of Error,183
Tennessee,North Carolina,Estimate,"4,250"
Tennessee,North Carolina,Margin of Error,450
Tennessee,Ohio,Estimate,870
Tennessee,Ohio,Margin of Error,183
Tennessee,Oklahoma,Estimate,300
Tennessee,Oklahoma,Margin of Error,121
Tennessee,Oregon,Estimate,120
Tennessee,Oregon,Margin of Error,80
Tennessee,Pennsylvania,Estimate,575
Tennessee,Pennsylvania,Margin of Error,160
Tennessee,Rhode Island,Estimate,30
Tennessee,Rhode Island,Margin of Error,30
Tennessee,South Carolina,Estimate,970
Tennessee,South Carolina,Margin of Error,194
Tennessee,South Dakota,Estimate,45
Tennessee,South Dakota,Margin of Error,43
Tennessee,Tennessee,Estimate,"2,648,070"
Tennessee,Tennessee,Margin of Error,"8,989"
Tennessee,Texas,Estimate,"2,450"
Tennessee,Texas,Margin of Error,349
Tennessee,Utah,Estimate,95
Tennessee,Utah,Margin of Error,61
Tennessee,Virginia,Estimate,"10,595"
Tennessee,Virginia,Margin of Error,676
Tennessee,Washington,Estimate,205
Tennessee,Washington,Margin of Error,102
Tennessee,West Virginia,Estimate,255
Tennessee,West Virginia,Margin of Error,122
Tennessee,Wisconsin,Estimate,400
Tennessee,Wisconsin,Margin of Error,123
Tennessee,Wyoming,Estimate,55
Tennessee,Wyoming,Margin of Error,41
Tennessee,Puerto Rico,Estimate,25
Tennessee,Puerto Rico,Margin of Error,29
Texas,Alabama,Estimate,"1,405"
Texas,Alabama,Margin of Error,300
Texas,Alaska,Estimate,635
Texas,Alaska,Margin of Error,156
Texas,Arizona,Estimate,"1,865"
Texas,Arizona,Margin of Error,297
Texas,Arkansas,Estimate,"8,300"
Texas,Arkansas,Margin of Error,724
Texas,California,Estimate,"7,260"
Texas,California,Margin of Error,673
Texas,Colorado,Estimate,"2,145"
Texas,Colorado,Margin of Error,450
Texas,Connecticut,Estimate,335
Texas,Connecticut,Margin of Error,116
Texas,Delaware,Estimate,75
Texas,Delaware,Margin of Error,56
Texas,District of Columbia,Estimate,570
Texas,District of Columbia,Margin of Error,165
Texas,Florida,Estimate,"3,100"
Texas,Florida,Margin of Error,423
Texas,Georgia,Estimate,"3,210"
Texas,Georgia,Margin of Error,433
Texas,Hawaii,Estimate,285
Texas,Hawaii,Margin of Error,121
Texas,Idaho,Estimate,75
Texas,Idaho,Margin of Error,52
Texas,Illinois,Estimate,"2,950"
Texas,Illinois,Margin of Error,453
Texas,Indiana,Estimate,"1,210"
Texas,Indiana,Margin of Error,284
Texas,Iowa,Estimate,815
Texas,Iowa,Margin of Error,224
Texas,Kansas,Estimate,"1,335"
Texas,Kansas,Margin of Error,267
Texas,Kentucky,Estimate,580
Texas,Kentucky,Margin of Error,153
Texas,Louisiana,Estimate,"18,735"
Texas,Louisiana,Margin of Error,"1,106"
Texas,Maine,Estimate,95
Texas,Maine,Margin of Error,68
Texas,Maryland,Estimate,"1,320"
Texas,Maryland,Margin of Error,267
Texas,Massachusetts,Estimate,675
Texas,Massachusetts,Margin of Error,177
Texas,Michigan,Estimate,915
Texas,Michigan,Margin of Error,228
Texas,Minnesota,Estimate,"1,195"
Texas,Minnesota,Margin of Error,246
Texas,Mississippi,Estimate,"1,195"
Texas,Mississippi,Margin of Error,213
Texas,Missouri,Estimate,"2,285"
Texas,Missouri,Margin of Error,386
Texas,Montana,Estimate,245
Texas,Montana,Margin of Error,126
Texas,Nebraska,Estimate,"1,090"
Texas,Nebraska,Margin of Error,266
Texas,Nevada,Estimate,765
Texas,Nevada,Margin of Error,195
Texas,New Hampshire,Estimate,75
Texas,New Hampshire,Margin of Error,71
Texas,New Jersey,Estimate,"1,415"
Texas,New Jersey,Margin of Error,292
Texas,New Mexico,Estimate,"13,115"
Texas,New Mexico,Margin of Error,934
Texas,New York,Estimate,"2,365"
Texas,New York,Margin of Error,312
Texas,North Carolina,Estimate,"1,275"
Texas,North Carolina,Margin of Error,254
Texas,North Dakota,Estimate,195
Texas,North Dakota,Margin of Error,98
Texas,Ohio,Estimate,"1,490"
Texas,Ohio,Margin of Error,279
Texas,Oklahoma,Estimate,"10,970"
Texas,Oklahoma,Margin of Error,860
Texas,Oregon,Estimate,385
Texas,Oregon,Margin of Error,172
Texas,Pennsylvania,Estimate,"1,725"
Texas,Pennsylvania,Margin of Error,324
Texas,Rhode Island,Estimate,110
Texas,Rhode Island,Margin of Error,76
Texas,South Carolina,Estimate,710
Texas,South Carolina,Margin of Error,223
Texas,South Dakota,Estimate,175
Texas,South Dakota,Margin of Error,103
Texas,Tennessee,Estimate,"1,590"
Texas,Tennessee,Margin of Error,284
Texas,Texas,Estimate,"10,835,290"
Texas,Texas,Margin of Error,"13,812"
Texas,Utah,Estimate,580
Texas,Utah,Margin of Error,167
Texas,Vermont,Estimate,20
Texas,Vermont,Margin of Error,26
Texas,Virginia,Estimate,"1,920"
Texas,Virginia,Margin of Error,333
Texas,Washington,Estimate,950
Texas,Washington,Margin of Error,213
Texas,West Virginia,Estimate,140
Texas,West Virginia,Margin of Error,98
Texas,Wisconsin,Estimate,900
Texas,Wisconsin,Margin of Error,184
Texas,Wyoming,Estimate,445
Texas,Wyoming,Margin of Error,136
Texas,Puerto Rico,Estimate,70
Texas,Puerto Rico,Margin of Error,49
Utah,Alaska,Estimate,115
Utah,Alaska,Margin of Error,79
Utah,Arizona,Estimate,"1,220"
Utah,Arizona,Margin of Error,209
Utah,Arkansas,Estimate,50
Utah,Arkansas,Margin of Error,38
Utah,California,Estimate,"2,255"
Utah,California,Margin of Error,356
Utah,Colorado,Estimate,"1,060"
Utah,Colorado,Margin of Error,258
Utah,Connecticut,Estimate,10
Utah,Connecticut,Margin of Error,14
Utah,District of Columbia,Estimate,85
Utah,District of Columbia,Margin of Error,50
Utah,Florida,Estimate,230
Utah,Florida,Margin of Error,94
Utah,Georgia,Estimate,165
Utah,Georgia,Margin of Error,72
Utah,Hawaii,Estimate,80
Utah,Hawaii,Margin of Error,55
Utah,Idaho,Estimate,"1,555"
Utah,Idaho,Margin of Error,305
Utah,Illinois,Estimate,250
Utah,Illinois,Margin of Error,105
Utah,Indiana,Estimate,40
Utah,Indiana,Margin of Error,31
Utah,Iowa,Estimate,15
Utah,Iowa,Margin of Error,26
Utah,Kansas,Estimate,15
Utah,Kansas,Margin of Error,32
Utah,Kentucky,Estimate,35
Utah,Kentucky,Margin of Error,41
Utah,Louisiana,Estimate,35
Utah,Louisiana,Margin of Error,42
Utah,Maryland,Estimate,80
Utah,Maryland,Margin of Error,70
Utah,Massachusetts,Estimate,105
Utah,Massachusetts,Margin of Error,67
Utah,Michigan,Estimate,85
Utah,Michigan,Margin of Error,68
Utah,Minnesota,Estimate,130
Utah,Minnesota,Margin of Error,67
Utah,Mississippi,Estimate,30
Utah,Mississippi,Margin of Error,28
Utah,Missouri,Estimate,110
Utah,Missouri,Margin of Error,66
Utah,Montana,Estimate,195
Utah,Montana,Margin of Error,74
Utah,Nebraska,Estimate,60
Utah,Nebraska,Margin of Error,51
Utah,Nevada,Estimate,"2,690"
Utah,Nevada,Margin of Error,323
Utah,New Hampshire,Estimate,70
Utah,New Hampshire,Margin of Error,97
Utah,New Jersey,Estimate,110
Utah,New Jersey,Margin of Error,70
Utah,New Mexico,Estimate,265
Utah,New Mexico,Margin of Error,85
Utah,New York,Estimate,215
Utah,New York,Margin of Error,99
Utah,North Carolina,Estimate,105
Utah,North Carolina,Margin of Error,79
Utah,North Dakota,Estimate,40
Utah,North Dakota,Margin of Error,33
Utah,Ohio,Estimate,140
Utah,Ohio,Margin of Error,79
Utah,Oklahoma,Estimate,130
Utah,Oklahoma,Margin of Error,67
Utah,Oregon,Estimate,225
Utah,Oregon,Margin of Error,121
Utah,Pennsylvania,Estimate,140
Utah,Pennsylvania,Margin of Error,61
Utah,Rhode Island,Estimate,10
Utah,Rhode Island,Margin of Error,14
Utah,South Carolina,Estimate,40
Utah,South Carolina,Margin of Error,34
Utah,South Dakota,Estimate,25
Utah,South Dakota,Margin of Error,32
Utah,Tennessee,Estimate,15
Utah,Tennessee,Margin of Error,21
Utah,Texas,Estimate,500
Utah,Texas,Margin of Error,139
Utah,Utah,Estimate,"1,201,645"
Utah,Utah,Margin of Error,"3,808"
Utah,Vermont,Estimate,40
Utah,Vermont,Margin of Error,37
Utah,Virginia,Estimate,60
Utah,Virginia,Margin of Error,49
Utah,Washington,Estimate,250
Utah,Washington,Margin of Error,80
Utah,West Virginia,Estimate,35
Utah,West Virginia,Margin of Error,50
Utah,Wisconsin,Estimate,105
Utah,Wisconsin,Margin of Error,79
Utah,Wyoming,Estimate,"1,490"
Utah,Wyoming,Margin of Error,259
Vermont,Alaska,Estimate,35
Vermont,Alaska,Margin of Error,31
Vermont,Arizona,Estimate,15
Vermont,Arizona,Margin of Error,22
Vermont,California,Estimate,40
Vermont,California,Margin of Error,30
Vermont,Colorado,Estimate,25
Vermont,Colorado,Margin of Error,35
Vermont,Connecticut,Estimate,455
Vermont,Connecticut,Margin of Error,120
Vermont,Delaware,Estimate,40
Vermont,Delaware,Margin of Error,46
Vermont,District of Columbia,Estimate,135
Vermont,District of Columbia,Margin of Error,81
Vermont,Florida,Estimate,100
Vermont,Florida,Margin of Error,57
Vermont,Georgia,Estimate,45
Vermont,Georgia,Margin of Error,32
Vermont,Hawaii,Estimate,20
Vermont,Hawaii,Margin of Error,29
Vermont,Idaho,Estimate,10
Vermont,Idaho,Margin of Error,13
Vermont,Illinois,Estimate,25
Vermont,Illinois,Margin of Error,32
Vermont,Indiana,Estimate,15
Vermont,Indiana,Margin of Error,22
Vermont,Iowa,Estimate,10
Vermont,Iowa,Margin of Error,17
Vermont,Kentucky,Estimate,10
Vermont,Kentucky,Margin of Error,15
Vermont,Louisiana,Estimate,4
Vermont,Louisiana,Margin of Error,93
Vermont,Maine,Estimate,180
Vermont,Maine,Margin of Error,74
Vermont,Maryland,Estimate,30
Vermont,Maryland,Margin of Error,25
Vermont,Massachusetts,Estimate,"2,610"
Vermont,Massachusetts,Margin of Error,269
Vermont,Michigan,Estimate,4
Vermont,Michigan,Margin of Error,5
Vermont,Minnesota,Estimate,20
Vermont,Minnesota,Margin of Error,22
Vermont,Mississippi,Estimate,4
Vermont,Mississippi,Margin of Error,93
Vermont,Montana,Estimate,15
Vermont,Montana,Margin of Error,30
Vermont,Nevada,Estimate,4
Vermont,Nevada,Margin of Error,13
Vermont,New Hampshire,Estimate,"14,765"
Vermont,New Hampshire,Margin of Error,659
Vermont,New Jersey,Estimate,195
Vermont,New Jersey,Margin of Error,97
Vermont,New Mexico,Estimate,4
Vermont,New Mexico,Margin of Error,93
Vermont,New York,Estimate,"2,645"
Vermont,New York,Margin of Error,319
Vermont,North Carolina,Estimate,40
Vermont,North Carolina,Margin of Error,30
Vermont,Ohio,Estimate,80
Vermont,Ohio,Margin of Error,55
Vermont,Oklahoma,Estimate,4
Vermont,Oklahoma,Margin of Error,4
Vermont,Pennsylvania,Estimate,235
Vermont,Pennsylvania,Margin of Error,105
Vermont,Rhode Island,Estimate,75
Vermont,Rhode Island,Margin of Error,43
Vermont,South Carolina,Estimate,35
Vermont,South Carolina,Margin of Error,32
Vermont,Tennessee,Estimate,35
Vermont,Tennessee,Margin of Error,30
Vermont,Texas,Estimate,35
Vermont,Texas,Margin of Error,32
Vermont,Utah,Estimate,4
Vermont,Utah,Margin of Error,14
Vermont,Vermont,Estimate,"298,535"
Vermont,Vermont,Margin of Error,"1,975"
Vermont,Virginia,Estimate,75
Vermont,Virginia,Margin of Error,38
Vermont,Wisconsin,Estimate,25
Vermont,Wisconsin,Margin of Error,27
Vermont,Wyoming,Estimate,4
Vermont,Wyoming,Margin of Error,7
Virginia,Alabama,Estimate,335
Virginia,Alabama,Margin of Error,120
Virginia,Alaska,Estimate,60
Virginia,Alaska,Margin of Error,66
Virginia,Arizona,Estimate,195
Virginia,Arizona,Margin of Error,87
Virginia,Arkansas,Estimate,185
Virginia,Arkansas,Margin of Error,89
Virginia,California,Estimate,"1,520"
Virginia,California,Margin of Error,305
Virginia,Colorado,Estimate,200
Virginia,Colorado,Margin of Error,75
Virginia,Connecticut,Estimate,330
Virginia,Connecticut,Margin of Error,123
Virginia,Delaware,Estimate,260
Virginia,Delaware,Margin of Error,87
Virginia,District of Columbia,Estimate,"210,715"
Virginia,District of Columbia,Margin of Error,"3,158"
Virginia,Florida,Estimate,"1,395"
Virginia,Florida,Margin of Error,325
Virginia,Georgia,Estimate,"1,290"
Virginia,Georgia,Margin of Error,274
Virginia,Hawaii,Estimate,160
Virginia,Hawaii,Margin of Error,86
Virginia,Idaho,Estimate,25
Virginia,Idaho,Margin of Error,36
Virginia,Illinois,Estimate,645
Virginia,Illinois,Margin of Error,183
Virginia,Indiana,Estimate,265
Virginia,Indiana,Margin of Error,96
Virginia,Iowa,Estimate,50
Virginia,Iowa,Margin of Error,44
Virginia,Kansas,Estimate,45
Virginia,Kansas,Margin of Error,41
Virginia,Kentucky,Estimate,"1,855"
Virginia,Kentucky,Margin of Error,288
Virginia,Louisiana,Estimate,305
Virginia,Louisiana,Margin of Error,102
Virginia,Maine,Estimate,180
Virginia,Maine,Margin of Error,76
Virginia,Maryland,Estimate,"65,325"
Virginia,Maryland,Margin of Error,"2,016"
Virginia,Massachusetts,Estimate,510
Virginia,Massachusetts,Margin of Error,158
Virginia,Michigan,Estimate,490
Virginia,Michigan,Margin of Error,133
